FID,region,prefecture,commune,canton,localite,nom,categorie,statut,actif,prefecture_key,commune_key,canton_key,lon,lat
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41b8,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Cinkanssé,CORIS Bank Cinkanssé,Banque,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.0227043699999995,11.097053140000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41b7,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Cinkanssé,BOA Cinkanssé,Banque,En activité,True,CINKASSE,CINKASSE 1,CINKASSE | CINKASSE,0.025987670000001,11.096349140000003
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41b6,Savanes,Cinkassé,Cinkassé 2,Timbou,Quartier natinga,V.I.Z.A- Togo Natinga,Micro-Finance,En activité,True,CINKASSE,CINKASSE 2,CINKASSE | TIMBOU,0.1164212700000001,11.03596488
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41b5,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,BOMBOUAKA,SPT Bombouaka,Banque,En activité,True,TANDJOARE,TANDJOARE 1,TANDJOARE | BOMBOUAKA,0.2076119019961916,10.699540591129125
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41b4,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,BOMBOUAKA,UMECTO Bombouaka,Micro-Finance,Non renseigné,False,TANDJOARE,TANDJOARE 1,TANDJOARE | BOMBOUAKA,0.2081018484449186,10.700130500325534
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41b3,Savanes,Tandjoaré,Tandjoaré 1,Tamongue,TAMOU,U-CMECS Tamou,Micro-Finance,Non renseigné,False,TANDJOARE,TANDJOARE 1,TANDJOARE | TAMONGUE,0.1747299999999998,10.596316666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41b2,Savanes,Tône,Tône 1,Dapaong,NASSABLE,ORABANK Nassablé,Banque,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.2003816666666658,10.877000000000002
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41b1,Savanes,Tône,Tône 1,Dapaong,KOMBONLOAGA,Microfinance U-CMECS,Micro-Finance,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.1967783333333335,10.875438333333332
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41b0,Savanes,Tône,Tône 1,Dapaong,KOMBONLOAGA,Incha Allah Finance,Micro-Finance,Non renseigné,False,TONE,TONE 1,TONE | DAPAONG,0.1986583333333329,10.870201666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41af,Savanes,Tône,Tône 1,Dapaong,KPEGUI,Microfinance AFP,Micro-Finance,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.2015649999999997,10.869738333333332
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ae,Savanes,Tône,Tône 1,Dapaong,KOMBONLOAGA,Direction COOPEC- SIFA,Micro-Finance,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.1999166666666664,10.865344999999998
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ad,Savanes,Tône,Tône 1,Dapaong,NAPIENGUE,UMECTO Napiengue,Micro-Finance,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.2034566666666671,10.86282
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ac,Savanes,Oti-Sud,Oti-Sud 1,Sagbiebou,SAGBIEBOU 1,U-CMECS Sagbiebou,Micro-Finance,En activité,True,OTI-SUD,OTI-SUD 1,OTI-SUD | SAGBIEBOU,0.6451099999999996,10.245945
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41ab,Savanes,Oti-Sud,Oti-Sud 1,Gando,Kando,FUCEC Togo -Togo (COOPEC Lumière Agence Kando ),Micro-Finance,En activité,True,OTI-SUD,OTI-SUD 1,OTI-SUD | GANDO,0.7450254614202725,10.33152337118989
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41aa,Savanes,Oti-Sud,Oti-Sud 1,Gando,GANDO CENTRE,COOPEC SIFA Gando Centre,Micro-Finance,En activité,True,OTI-SUD,OTI-SUD 1,OTI-SUD | GANDO,0.7483766666666668,10.333923333333335
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41a9,Savanes,Tône,Tône 1,Dapaong,NASSABLE,FUCEC Togo  COOPEC Lando,Micro-Finance,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.1935616666666662,10.882031666666668
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41a8,Savanes,Tône,Tône 1,Dapaong,NAPIENGUE,COOPEC AD Dapaong,Micro-Finance,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.2062104997988418,10.867566895607839
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41a7,Savanes,Tône,Tône 1,Dapaong,NAPIENGUE,CECAV Dapaong,Micro-Finance,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.2045483333333328,10.862111666666667
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41a6,Savanes,Oti,Oti 2,Barkoissi,Barkoissi,SPT Barkoissi,Banque,En activité,True,OTI,OTI 2,OTI | BARKOISSI,0.3045488080692265,10.555431316135543
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41a5,Savanes,Oti,Oti 1,Mango,Mango,SPT Mango,Banque,En activité,True,OTI,OTI 1,OTI | MANGO,0.4719815245260524,10.357189506891158
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41a4,Savanes,Oti,Oti 1,Mango,Mango (sangbana),Transfert d'argent Al-izza,Micro-Finance,En activité,True,OTI,OTI 1,OTI | MANGO,0.4704172075691301,10.354195912335152
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41a3,Savanes,Oti-Sud,Oti-Sud 2,Takpamba,TAKPAMBA,COOPEC SIFA Takpamba,Micro-Finance,En activité,True,OTI-SUD,OTI-SUD 2,OTI-SUD | TAKPAMBA,0.5788476736208518,9.970867266857974
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41a2,Savanes,Tône,Tône 1,Dapaong,DAPAONG,ECOBANK Dapaong,Banque,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.2021333333333333,10.869443333333333
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41a1,Savanes,Tône,Tône 1,Dapaong,DAPAONG,BSIC Dapaong,Banque,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.2005323882126942,10.87647751898997
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-41a0,Savanes,Tône,Tône 1,Dapaong,KOUKOUARE,UTB Dapaong,Banque,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.2054283333333333,10.860778333333334
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-419f,Savanes,Tône,Tône 1,Dapaong,Worgou,BTCI Worgou,Banque,En activité,True,TONE,TONE 1,TONE | DAPAONG,0.2024338372086217,10.850130196071142
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-419e,Grand Lomé,Golfe,Golfe 1,Bè-Est,Adawlato,Direction générale Ecobank Togo,Banque,En activité,True,GOLFE,GOLFE 1,GOLFE | BE-EST,1.2585633234167288,6.13597966622959
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-419d,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Gniveme,FUCEC Kpalime,Micro-Finance,Non renseigné,False,KLOTO,KLOTO 1,KLOTO | AGOME-KPALIME,0.63340629671594,6.914479978758992
